Name,Ac,Activate,Aggravate,AntiTheft,Blessed,Blows,BrandAcid,BrandCold,BrandElec,BrandFire,BrandPois,Category,Cha,Chance1,Chance2,Chance3,Chance4,Chaotic,Con,Cost,Cursed,Dd,Dex,DrainExp,DreadCurse,Ds,EasyKnow,Feather,FreeAct,FriendlyName,HeavyCurse,HideType,HoldLife,IgnoreAcid,IgnoreCold,IgnoreElec,IgnoreFire,ImAcid,ImCold,ImElec,ImFire,Impact,Infra,InstaArt,Int,KillDragon,Level,Lightsource,Locale1,Locale2,Locale3,Locale4,NoMagic,NoTele,PermaCurse,Pval,Reflect,Regen,ResAcid,ResBlind,ResChaos,ResCold,ResConf,ResDark,ResDisen,ResElec,ResFear,ResFire,ResLight,ResNether,ResNexus,ResPois,ResShards,ResSound,Search,SeeInvis,ShElec,ShFire,ShowMods,SlayAnimal,SlayDemon,SlayDragon,SlayEvil,SlayGiant,SlayOrc,SlayTroll,SlayUndead,SlowDigest,Speed,Stealth,Str,SubCategory,SustCha,SustCon,SustDex,SustInt,SustStr,SustWis,Telepathy,Teleport,ToA,ToD,ToH,Tried,Tunnel,Vampiric,Vorpal,Weight,Wis,Wraith,XtraMight,XtraShots,Character,Colour
Ring:Chaos Resistance,0,False,False,False,False,False,False,False,False,False,False,Ring,False,2,0,0,0,False,False,13000,False,0,False,False,False,0,True,False,False,Chaos Resistance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50,False,50,0,0,0,False,False,False,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Confusion Resistance,0,False,False,False,False,False,False,False,False,False,False,Ring,False,2,0,0,0,False,False,3000,False,0,False,False,False,0,True,False,False,Confusion Resistance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,False,22,0,0,0,False,False,False,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,43,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Constitution,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,True,500,False,0,False,False,False,0,False,False,False,Constitution,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,False,30,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Damage,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,500,False,0,False,False,False,0,False,False,False,Damage,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,False,20,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Dexterity,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,500,False,0,True,False,False,0,False,False,False,Dexterity,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,False,30,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Disenchantment Resistance,0,False,False,False,False,False,False,False,False,False,False,Ring,False,10,0,0,0,False,False,15000,False,0,False,False,False,0,True,False,False,Disenchantment Resistance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90,False,90,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Extra Attacks,0,False,False,False,False,True,False,False,False,False,False,Ring,False,2,0,0,0,False,False,100000,False,0,False,False,False,0,False,False,False,Extra Attacks,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50,False,50,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,49,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Fear Resistance,0,False,False,False,False,False,False,False,False,False,False,Ring,False,2,0,0,0,False,False,300,False,0,False,False,False,0,True,False,False,Fear Resistance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,10,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Flames,0,True,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,3000,False,0,False,False,False,0,False,False,False,Flames,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,50,False,50,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,False,False,False,False,False,False,False,False,15,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Free Action,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,1500,False,0,False,False,False,0,True,False,True,Free Action,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,False,20,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Ice,0,True,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,3000,False,0,False,False,False,0,False,False,False,Ice,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,50,False,50,0,0,0,False,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,False,False,False,False,False,False,False,False,15,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Intelligence,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,500,False,0,False,False,False,0,False,False,False,Intelligence,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,30,False,30,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Levitation,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,200,False,0,False,False,False,0,True,True,False,Levitation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,5,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Light and Darkness Resistance,0,False,False,False,False,False,False,False,False,False,False,Ring,False,2,0,0,0,False,False,3000,False,0,False,False,False,0,True,False,False,Light and Darkness Resistance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,False,30,0,0,0,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Lordly Protection,0,False,False,False,False,False,False,False,False,False,False,Ring,False,5,0,0,0,False,False,100000,False,0,False,False,False,0,False,False,True,Lordly Protection,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,100,False,100,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,48,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Nether Resistance,0,False,False,False,False,False,False,False,False,False,False,Ring,False,2,0,0,0,False,False,14500,False,0,False,False,False,0,True,False,False,Nether Resistance,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34,False,34,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Nexus Resistance,0,False,False,False,False,False,False,False,False,False,False,Ring,False,2,0,0,0,False,False,3000,False,0,False,False,False,0,True,False,False,Nexus Resistance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,False,24,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Poison Resistance,0,False,False,False,False,False,False,False,False,False,False,Ring,False,2,0,0,0,False,False,16000,False,0,False,False,False,0,True,False,False,Poison Resistance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60,False,60,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Protection,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,500,False,0,False,False,False,0,False,False,False,Protection,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,10,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Resist Cold,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,250,False,0,False,False,False,0,True,False,False,Resist Cold,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10,False,10,0,0,0,False,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Resist Fire,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,250,False,0,False,False,False,0,True,False,False,Resist Fire,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,10,False,10,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Ring,0,False,False,False,False,False,False,False,False,False,False,Ring,False,0,0,0,0,False,False,65000,False,0,False,False,False,0,False,False,False,& Ring~,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,50,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Ring*,0,False,False,False,False,False,False,False,False,False,False,Ring,False,0,0,0,0,False,False,150000,False,0,False,False,False,0,False,False,False,& Ring~,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,90,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Ring**,0,False,False,False,False,False,False,False,False,False,False,Ring,False,0,0,0,0,False,False,100000,False,0,False,False,False,0,False,False,False,& Ring~,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,80,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Ring***,0,False,False,False,False,False,False,False,False,False,False,Ring,False,0,0,0,0,False,False,200000,False,0,False,False,False,0,False,False,False,& Ring~,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,90,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Ring****,0,False,False,False,False,False,False,False,False,False,False,Ring,False,0,0,0,0,False,False,300000,False,0,False,False,False,0,False,False,False,& Ring~,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,100,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,36,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Ring*****,0,False,False,False,False,False,False,False,False,False,False,Ring,False,0,0,0,0,False,False,5000000,False,0,False,False,False,0,False,False,False,& Ring~,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,110,False,0,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Yellow
Ring:Searching,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,250,False,0,False,False,False,0,False,False,False,Searching,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,5,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:See Invisible,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,340,False,0,False,False,False,0,True,False,False,See Invisible,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,False,30,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Shard Resistance,0,False,False,False,False,False,False,False,False,False,False,Ring,False,2,0,0,0,False,False,3000,False,0,False,False,False,0,True,False,False,Shard Resistance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25,False,25,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Slaying,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,1000,False,0,False,False,False,0,False,False,False,Slaying,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,False,40,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,30,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Slow Digestion,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,250,False,0,False,False,False,0,True,False,False,Slow Digestion,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,5,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Sound Resistance,0,False,False,False,False,False,False,False,False,False,False,Ring,False,2,0,0,0,False,False,3000,False,0,False,False,False,0,True,False,False,Sound Resistance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26,False,26,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,42,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Speed,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,100000,False,0,False,False,False,0,False,False,False,Speed,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80,False,80,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,31,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Strength,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,500,False,0,False,False,False,0,False,False,False,Strength,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,False,30,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,24,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Stupidity,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,0,True,0,False,False,False,0,False,False,False,Stupidity,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5,False,5,0,0,0,False,False,False,-5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Sustain Charisma,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,500,False,0,False,False,False,0,True,False,False,Sustain Charisma,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,False,30,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,True,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Sustain Constitution,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,750,False,0,False,False,False,0,True,False,False,Sustain Constitution,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,False,30,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,False,True,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Sustain Dexterity,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,750,False,0,False,False,False,0,True,False,False,Sustain Dexterity,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,False,30,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,False,False,True,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Sustain Intelligence,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,600,False,0,False,False,False,0,True,False,False,Sustain Intelligence,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,False,30,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False,False,False,True,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Sustain Strength,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,750,False,0,False,False,False,0,True,False,False,Sustain Strength,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,False,30,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,False,False,True,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Sustain Wisdom,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,600,False,0,False,False,False,0,True,False,False,Sustain Wisdom,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,False,30,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,False,False,False,False,False,True,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Teleportation,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,250,True,0,False,False,False,0,True,False,False,Teleportation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,5,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,False,False,False,False,False,False,False,True,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Weakness,0,False,False,False,False,False,False,False,False,False,False,Ring,False,1,0,0,0,False,False,0,True,0,False,False,False,0,False,False,False,Weakness,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,5,0,0,0,False,False,False,-5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,2,False,False,False,False,=,Background
Ring:Woe,0,False,False,False,False,False,False,False,False,False,False,Ring,True,1,0,0,0,False,False,0,True,0,False,False,False,0,False,False,False,Woe,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50,False,50,0,0,0,False,False,False,-5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,True,0,0,0,False,False,False,False,2,True,False,False,False,=,Background
Rod:Acid Balls,0,False,False,False,False,False,False,False,False,False,False,Rod,False,1,0,0,0,False,False,5500,False,1,False,False,False,1,False,False,False,Acid Balls,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70,False,70,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,15,False,False,False,False,-,Background
Rod:Acid Bolts,0,False,False,False,False,False,False,False,False,False,False,Rod,False,1,0,0,0,False,False,3500,False,1,False,False,False,1,False,False,False,Acid Bolts,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,False,40,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,15,False,False,False,False,-,Background
Rod:Cold Balls,0,False,False,False,False,False,False,False,False,False,False,Rod,False,1,0,0,0,False,False,4500,False,1,False,False,False,1,False,False,False,Cold Balls,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60,False,60,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,15,False,False,False,False,-,Background
Rod:Curing,0,False,False,False,False,False,False,False,False,False,False,Rod,False,8,0,0,0,False,False,15000,False,1,False,False,False,1,False,False,False,Curing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,65,False,65,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,15,False,False,False,False,-,Background
Rod:Detection,0,False,False,False,False,False,False,False,False,False,False,Rod,False,8,0,0,0,False,False,5000,False,1,False,False,False,1,False,False,False,Detection,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,False,30,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,15,False,False,False,False,-,Background
Rod:Disarming,0,False,False,False,False,False,False,False,False,False,False,Rod,False,1,0,0,0,False,False,2100,False,1,False,False,False,1,False,False,False,Disarming,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35,False,35,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,15,False,False,False,False,-,Background
Rod:Door/Stair Location,0,False,False,False,False,False,False,False,False,False,False,Rod,False,1,0,0,0,False,False,1000,False,1,False,False,False,1,False,False,False,Door/Stair Location,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,False,15,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,15,False,False,False,False,-,Background
Rod:Drain Life,0,False,False,False,False,False,False,False,False,False,False,Rod,False,4,0,0,0,False,False,3600,False,1,False,False,False,1,False,False,False,Drain Life,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75,False,75,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,15,False,False,False,False,-,Background
Rod:Enlightenment,0,False,False,False,False,False,False,False,False,False,False,Rod,False,4,0,0,0,False,False,10000,False,1,False,False,False,1,False,False,False,Enlightenment,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,65,False,65,0,0,0,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,False,False,False,False,False,False,0,0,0,False,False,False,False,15,False,False,False,False,-,Background
