Name,SplitName1,SplitName2,SplitName3,AcidBall,AcidBolt,Animal,ArmourClass,Arrow1D6,Arrow3D6,Arrow5D6,Arrow7D6,Attack1,Attack1DDice,Attack1DSides,Attack1Effect,Attack1Type,Attack2,Attack2DDice,Attack2DSides,Attack2Effect,Attack2Type,Attack3,Attack3DDice,Attack3DSides,Attack3Effect,Attack3Type,Attack4,Attack4DDice,Attack4DSides,Attack4Effect,Attack4Type,AttrAny,AttrClear,AttrMulti,BashDoor,Blindness,Blink,BrainSmash,BreatheAcid,BreatheChaos,BreatheCold,BreatheConfusion,BreatheDark,BreatheDisenchant,BreatheDisintegration,BreatheFire,BreatheForce,BreatheGravity,BreatheInertia,BreatheLight,BreatheLightning,BreatheMana,BreatheNether,BreatheNexus,BreathePlasma,BreathePoison,BreatheRadiation,BreatheShards,BreatheSound,BreatheTime,CauseCriticalWounds,CauseLightWounds,CauseMortalWounds,CauseSeriousWounds,ChaosBall,CharClear,CharMulti,ColdBall,ColdBlood,ColdBolt,Confuse,CreateTraps,Cthuloid,DarkBall,Darkness,Demon,Description,Dragon,DrainMana,DreadCurse,Drop_1D2,Drop_2D2,Drop_3D2,Drop_4D2,Drop60,Drop90,DropGood,DropGreat,EldritchHorror,EmptyMind,Escorted,EscortsGroup,Evil,Female,FireAura,FireBall,FireBolt,ForceMaxHp,ForceSleep,Forget,FreqInate,FreqSpell,FriendlyName,Friends,Giant,Good,GreatOldOne,Haste,Hdice,Heal,HitPoints,Hold,Hside,HurtByCold,HurtByFire,HurtByLight,HurtByRock,IceBolt,ImmuneAcid,ImmuneCold,ImmuneConfusion,ImmuneFear,ImmuneFire,ImmuneLightning,ImmunePoison,ImmuneSleep,ImmuneStun,Invisible,KillBody,KillItem,KillWall,Level,LightningAura,LightningBall,LightningBolt,MagicMissile,Male,ManaBall,ManaBolt,Mexp,MindBlast,MoveBody,Multiply,NetherBall,NetherBolt,NeverAttack,NeverMove,Nonliving,NoticeRange,OnlyDropGold,OnlyDropItem,OpenDoor,Orc,PassWall,PlasmaBolt,PoisonBall,PoisonBolt,Powerful,RadiationBall,RandomMove25,RandomMove50,Rarity,Reflecting,Regenerate,ResistDisenchant,ResistNether,ResistNexus,ResistPlasma,ResistTeleport,ResistWater,Scare,Shapechanger,ShardBall,Shriek,Sleep,Slow,Smart,Speed,Stupid,SummonAnt,SummonCthuloid,SummonDemon,SummonDragon,SummonGreatOldOne,SummonHiDragon,SummonHiUndead,SummonHound,SummonHydra,SummonKin,SummonMonster,SummonMonsters,SummonReaver,SummonSpider,SummonUndead,SummonUnique,TakeItem,TeleportAway,TeleportLevel,TeleportSelf,TeleportTo,Troll,Undead,Unique,WaterBall,WaterBolt,WeirdMind,Character,Colour
Grendel's mother,            , Grendel's  ,   mother   ,False,False,False,100,False,False,False,False,Hit to Hurt (8d6),8,6,Hurt,Hit,Hit to Hurt (8d6),8,6,Hurt,Hit,Hit to Hurt (8d6),8,6,Hurt,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,She taught her son everything he knows.,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,0,0,Grendel's mother,False,True,False,False,False,25,False,25d100 (max. 2500),False,100,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,28,False,False,False,False,False,False,False,1500,False,False,False,False,False,False,False,False,20,False,True,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,20,False,False,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,O,Green
Grey icky thing,    Grey    ,    icky    ,   thing    ,False,False,False,12,False,False,False,False,Touch to Hurt (1d5),1,5,Hurt,Touch,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,It is a smallish§ slimy§ icky§ nasty creature.,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,Grey icky thing,False,False,False,False,False,4,False,4d8 (avg. 18),False,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,False,False,False,False,False,10,False,False,False,False,False,False,False,False,14,False,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,False,15,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i,Grey
Grey mold,            ,    Grey    ,    mold    ,False,False,False,1,False,False,False,False,Hit to Hurt (1d4),1,4,Hurt,Hit,Hit to Hurt (1d4),1,4,Hurt,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,A small strange growth.,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,Grey mold,False,False,False,False,False,1,False,1d2 (avg. 1),False,2,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,1,False,False,False,False,False,False,False,3,False,False,False,False,False,False,True,False,2,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,110,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,m,Grey
Grey wraith,            ,    Grey    ,   wraith   ,False,False,False,50,False,False,False,False,Hit to Hurt (1d10),1,10,Hurt,Hit,Hit to Hurt (1d10),1,10,Hurt,Hit,Touch to Exp40 (0d0),0,0,Exp40,Touch,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,A tangible but ghostly form§ made of grey fog. The air around it feels deathly cold.,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,7,7,Grey wraith,False,False,False,False,False,19,False,19d10 (max. 190),True,10,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,36,False,False,False,False,False,False,False,700,False,False,False,False,False,False,False,False,20,False,False,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,10,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,W,BrightGrey
Grid bug,            ,    Grid    ,    bug     ,False,False,True,2,False,False,False,False,Bite to Electricity (1d4),1,4,Electricity,Bite,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,A strange electric bug.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,Grid bug,True,False,False,False,False,2,False,2d4 (avg. 5),False,4,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,10,False,False,False,False,False,False,False,False,False,False,True,False,1,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,110,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,I,BrightPurple
Griffon,            ,            ,  Griffon   ,False,False,True,15,False,False,False,False,Hit to Hurt (3d4),3,4,Hurt,Hit,Bite to Hurt (2d6),2,6,Hurt,Bite,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,It is half lion§ half eagle. It flies menacingly towards you.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,Griffon,False,False,False,False,False,30,False,30d8 (avg. 135),False,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,False,False,False,False,False,False,False,70,False,False,False,False,False,False,False,False,12,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,10,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,H,BrightYellow
Grip§ Farmer Maggot's dog,            ,            ,    Grip    ,False,False,True,30,False,False,False,False,Bite to Hurt (1d4),1,4,Hurt,Bite,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,A rather vicious dog belonging to Farmer Maggot. It thinks you are stealing mushrooms.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,Grip§ Farmer Maggot's dog,False,False,False,False,False,5,False,5d5 (max. 25),False,5,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,2,False,False,False,False,False,False,False,30,False,False,False,False,False,False,False,False,30,False,False,False,False,False,False,False,False,False,False,True,False,1,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,C,BrightWhite
Grishnakh§ the Hill Orc,            ,            , Grishnakh  ,False,False,False,20,False,False,False,False,Hit to Hurt (1d12),1,12,Hurt,Hit,Hit to Hurt (1d10),1,10,Hurt,Hit,Hit to Hurt (1d12),1,12,Hurt,Hit,Hit to Hurt (1d10),1,10,Hurt,Hit,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,He is a cunning and devious orc with a chaotic nature.,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,0,0,Grishnakh§ the Hill Orc,False,False,False,False,False,23,False,23d10 (max. 230),False,10,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,10,False,False,False,False,True,False,False,160,False,False,False,False,False,False,False,False,20,False,True,True,True,False,False,False,False,False,False,False,False,3,False,False,False,False,False,False,False,False,False,False,False,False,20,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,o,Brown
Grom§ Master of Earth,            ,            ,    Grom    ,True,True,False,97,False,False,False,False,Hit to Hurt (6d6),6,6,Hurt,Hit,Hit to Hurt (6d6),6,6,Hurt,Hit,Hit to Hurt (6d6),6,6,Hurt,Hit,Hit to Shatter (10d10),10,10,Shatter,Hit,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,A towering stone elemental stands before you. The walls and ceiling are reduced to rubble as Grom advances.,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,6,6,Grom§ Master of Earth,False,False,False,False,False,18,False,18d100 (max. 1800),False,100,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,43,False,False,False,False,True,False,False,6000,False,False,False,False,False,False,False,False,10,False,False,False,False,True,False,False,False,True,False,False,False,4,False,False,False,False,False,False,False,False,False,False,False,False,90,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,E,Brown
Groo the Wanderer,    Groo    ,    the     ,  Wanderer  ,False,False,False,70,False,False,False,False,Hit to Hurt (5d5),5,5,Hurt,Hit,Hit to Hurt (5d5),5,5,Hurt,Hit,Hit to Hurt (6d1),6,1,Hurt,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,He who laughs at Groo's brains will find there is nothing to laugh about... erm§ nobody laughs at Groo and lives.,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0,Groo the Wanderer,False,False,False,False,False,11,False,11d100 (max. 1100),False,100,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,33,False,False,False,False,True,False,False,2000,False,False,False,False,False,False,False,False,20,False,True,True,False,False,False,False,False,False,False,False,False,7,False,False,False,False,False,False,False,False,False,False,False,False,50,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,p,BrightOrange
Guardian naga,            ,  Guardian  ,    naga    ,False,False,False,65,False,False,False,False,Crush to Hurt (2d8),2,8,Hurt,Crush,Bite to Hurt (1d8),1,8,Hurt,Bite,Bite to Hurt (1d8),1,8,Hurt,Bite,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,A giant snake-like figure with a woman's torso.,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0,0,Guardian naga,False,False,False,False,False,24,False,24d11 (avg. 144),False,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15,False,False,False,False,False,False,False,80,False,False,False,False,False,False,False,False,20,False,False,True,False,False,False,False,False,False,False,True,False,2,False,False,False,False,False,False,False,False,False,False,False,False,120,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,n,Pink
Hagen§ son of Alberich,            ,            ,   Hagen    ,False,False,False,80,False,False,False,False,Hit to Hurt (3d7),3,7,Hurt,Hit,Hit to Hurt (3d7),3,7,Hurt,Hit,Hit to Hurt (3d7),3,7,Hurt,Hit,Hit to UnBonus (0d0),0,0,UnBonus,Hit,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Alberich's son§ born of a mortal woman won with gold.,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,8,8,Hagen§ son of Alberich,False,False,False,False,True,82,True,82d10 (max. 820),False,10,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,24,False,False,False,False,True,False,False,300,False,False,False,False,False,False,False,False,20,False,True,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,True,False,False,False,False,False,10,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,h,Orange
Hairy mold,            ,   Hairy    ,    mold    ,False,False,False,15,False,False,False,False,Hit to Poison (1d3),1,3,Poison,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,It is a strange hairy growth on the dungeon floor.,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,Hairy mold,False,False,False,False,False,15,False,15d8 (avg. 67),False,8,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,10,False,False,False,False,False,False,False,32,False,False,False,False,False,False,True,False,2,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,70,False,False,110,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,m,BrightBrown
Halfling slinger,            ,  Halfling  ,  slinger   ,False,False,False,40,False,False,False,True,Hit to Hurt (2d6),2,6,Hurt,Hit,Hit to Hurt (2d6),2,6,Hurt,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,A rebel halfling who has rejected the halfling tradition of archery.,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3,3,Halfling slinger,True,False,False,False,False,30,False,30d9 (max. 270),False,9,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,35,False,False,False,False,True,False,False,330,False,False,False,False,False,False,False,False,20,False,False,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,30,False,True,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,h,BrightBrown
Hand druj,            ,    Hand    ,    druj    ,False,False,False,110,False,False,False,False,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,A skeletal hand floating in the air§ motionless except for its flexing fingers.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,1,1,Hand druj,False,False,False,False,False,60,False,60d10 (max. 600),False,10,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,55,False,False,False,False,False,False,False,12000,False,False,False,False,False,True,True,False,20,False,False,False,False,False,False,False,False,False,False,False,False,4,False,False,False,False,False,False,True,False,True,False,False,False,10,False,True,130,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,s,BrightGrey
Hardened warrior,            ,  Hardened  ,  warrior   ,False,False,False,40,False,False,False,False,Hit to Hurt (3d5),3,5,Hurt,Hit,Hit to Hurt (3d5),3,5,Hurt,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,A scarred warrior who moves with confidence.,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,Hardened warrior,False,False,False,False,False,15,False,15d11 (avg. 89),False,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23,False,False,False,False,True,False,False,60,False,False,False,False,False,False,False,False,20,False,False,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,40,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,p,Brown
Hastur the Unspeakable,   Hastur   ,    the     ,Unspeakable ,False,False,False,150,False,False,False,False,Crush to Hurt (14d8),14,8,Hurt,Crush,Crush to Hurt (14d8),14,8,Hurt,Crush,Bite to Exp80 (6d6),6,6,Exp80,Bite,Bite to Exp80 (6d6),6,6,Exp80,Bite,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Its form is partially that of a reptile§ partially that of a gigantic octopus. It will destroy you.,False,True,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,3,3,Hastur the Unspeakable,False,False,False,True,True,55,True,55d95 (max. 5225),True,95,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,55,True,False,False,False,False,False,False,23000,False,False,False,False,False,False,False,True,20,False,True,True,False,False,False,False,False,True,False,False,False,4,False,False,False,False,False,False,True,False,True,False,False,False,10,False,True,120,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,X,Blue
Headless,            ,            ,  Headless  ,False,False,False,50,False,False,False,False,Hit to Hurt (1d8),1,8,Hurt,Hit,Hit to Hurt (1d8),1,8,Hurt,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Headless humanoid abominations created by a magical mutation.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6,6,Headless,True,False,False,False,False,21,False,21d12 (avg. 136),False,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,False,False,False,False,False,False,False,175,False,False,False,False,False,False,False,False,20,False,False,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,40,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,H,BrightGreen
Hellbat,            ,            ,  Hellbat   ,False,False,True,80,False,False,False,False,Claw to Hurt (1d4),1,4,Hurt,Claw,Claw to Hurt (1d4),1,4,Hurt,Claw,Bite to Poison (1d8),1,8,Poison,Bite,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Devil-bats§ notoriously difficult to kill.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,Hellbat,True,False,False,False,False,12,False,12d12 (avg. 78),False,12,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,13,False,False,False,False,False,False,False,65,False,False,False,False,False,False,False,False,20,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,8,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,b,Red
Hellblade,            ,            , Hellblade  ,False,False,False,40,False,False,False,False,Hit to Exp20 (1d8),1,8,Exp20,Hit,Hit to Exp20 (1d8),1,8,Exp20,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,A deadly blade of chaos§ moving of its own volition.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0,0,Hellblade,False,False,False,False,False,13,False,13d13 (max. 169),False,13,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,27,False,False,False,False,False,False,False,130,False,False,False,False,False,False,False,True,20,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,20,False,False,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,|,Purple
Hellcat,            ,            ,  Hellcat   ,False,False,True,30,False,False,False,False,Claw to Hurt (1d5),1,5,Hurt,Claw,Claw to Hurt (1d5),1,5,Hurt,Claw,Bite to Hurt (1d8),1,8,Hurt,Bite,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,It is as large as a tiger§ its yellow eyes are pupilless.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,Hellcat,True,False,False,False,False,9,False,9d8 (avg. 40),False,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,12,False,False,False,False,False,False,False,40,False,False,False,False,False,False,False,False,20,False,False,False,False,False,False,False,False,False,False,True,False,1,False,False,False,False,False,False,False,False,False,False,False,False,30,False,False,120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,f,Red
Hill giant,            ,    Hill    ,   giant    ,False,False,False,45,False,False,False,False,Hit to Hurt (3d6),3,6,Hurt,Hit,Hit to Hurt (3d6),3,6,Hurt,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,A ten foot tall humanoid with powerful muscles.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,Hill giant,False,True,False,False,False,16,False,16d10 (avg. 88),False,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,False,False,False,False,True,False,False,60,False,False,False,False,False,False,False,False,20,False,False,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,50,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,P,BrightBrown
Hill orc,            ,    Hill    ,    orc     ,False,False,False,32,False,False,False,False,Hit to Hurt (1d10),1,10,Hurt,Hit,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,Nothing to Nothing (0d0),0,0,Nothing,Nothing,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,He is a hardy well-weathered survivor.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,Hill orc,True,False,False,False,False,13,False,13d9 (avg. 64),False,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,False,False,False,False,True,False,False,25,False,False,False,False,False,False,False,False,20,False,False,True,True,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,30,False,False,110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,o,Grey
